sequence	Year	Adopters	NonAdopters	Potential Adopters
1262	2027.5	14026.8	23031.8	64191.4
1262	2030.0	43156.3	378.934	57964.7
1262	2032.5	96461.8	0.00803822	5288.18
1262	2035.0	101979.0	4.1488900000000004e-10	21.3419
1262	2037.5	102229.0	2.05236e-17	21.3419
1262	2040.0	102479.0	1.0152399999999998e-24	21.3419
1262	2042.5	102750.0	5.01121e-32	0.000390919
1262	2045.0	103000.0	2.4692499999999996e-39	0.000390919
1262	2047.5	103250.0	0.0	0.000390919
1262	2050.0	103500.0	0.0	0.00019546
1261	2015.0	0.0	100000.0	0.0
1261	2017.5	250.0	97332.6	2667.38
1261	2020.0	500.0	91226.9	8773.13
1261	2022.5	752.029	82350.4	17647.6
1261	2025.0	3872.59	63192.6	33934.8
1261	2027.5	18440.1	14266.7	68543.3
1261	2030.0	52204.9	82.1914	49212.9
1261	2032.5	101224.0	0.00024036200000000001	525.911
1261	2035.0	101474.0	1.30444e-11	525.911
1261	2037.5	101724.0	7.0775e-19	525.911
1261	2040.0	102484.0	3.69012e-26	15.7572
1261	2042.5	102734.0	1.8235199999999996e-33	15.7572
1261	2045.0	102984.0	9.01105e-41	15.7572
1261	2047.5	103250.0	0.0	0.0
1261	2050.0	103500.0	0.0	0.0
1260	2015.0	0.0	100000.0	0.0
1260	2017.5	250.0	96539.7	3460.28
1260	2020.0	500.0	88727.0	11273.0
1260	2022.5	750.0	77650.1	22349.9
1260	2025.0	3076.23	58870.5	39053.3
1260	2027.5	17776.1	10115.8	73358.1
1260	2030.0	54937.0	9.81139	46553.2
1260	2032.5	101064.0	1.43415e-07	685.579
1260	2035.0	101314.0	2.3686599999999998e-17	685.579
1260	2037.5	101564.0	3.9104299999999996e-27	685.579
1260	2040.0	102484.0	6.038549999999999e-37	15.8702
1260	2042.5	102734.0	0.0	15.8702
1260	2045.0	102984.0	0.0	15.8702
1260	2047.5	103243.0	0.0	6.9431899999999995
1260	2050.0	103500.0	0.0	0.0
1259	2015.0	0.0	100000.0	0.0
1259	2017.5	250.0	97829.9	2170.1
1259	2020.0	500.0	92819.7	7180.28
1259	2022.5	750.0	85421.4	14578.6
1259	2025.0	1616.34	75265.4	24118.3
1259	2027.5	8717.66	44237.8	48294.5
1259	2030.0	29072.7	5149.07	67278.2
1259	2032.5	68461.1	14.2434	33274.7
1259	2035.0	101994.0	9.31936e-05	5.96336
1259	2037.5	102244.0	1.45287e-10	5.96345
1259	2040.0	102494.0	2.2650000000000003e-16	5.96345
1259	2042.5	102745.0	3.5310699999999997e-22	5.2207300000000005
1259	2045.0	103000.0	5.50093e-28	0.00553234
1259	2047.5	103250.0	8.56858e-34	0.00553234
1259	2050.0	103500.0	1.3346899999999999e-39	0.00553234
1258	2015.0	0.0	100000.0	0.0
1258	2017.5	250.0	97829.9	2170.1
1258	2020.0	500.0	92819.7	7180.28
1258	2022.5	750.0	85421.4	14578.6
1258	2025.0	2297.4	73507.4	25195.2
1258	2027.5	11664.1	35162.9	54423.1
1258	2030.0	35630.1	2290.09	63579.9
1258	2032.5	79808.0	1.9911	21940.0
1258	2035.0	101411.0	5.82227e-06	588.761
1258	2037.5	101661.0	9.86206e-12	588.761
1258	2040.0	101911.0	1.67015e-17	588.761
1258	2042.5	102734.0	2.65816e-23	15.8289
1258	2045.0	102984.0	4.1497799999999996e-29	15.8289
1258	2047.5	103234.0	6.478389999999999e-35	15.8289
1258	2050.0	103500.0	1.0104799999999996e-40	1.36461e-39
1257	2015.0	0.0	100000.0	0.0
1257	2017.5	250.0	97829.9	2170.1
1257	2020.0	500.0	92819.7	7180.28
1257	2022.5	751.6469999999999	85421.3	14577.0
1257	2025.0	3335.02	70233.5	27431.5
1257	2027.5	15274.5	25653.8	60321.7
1257	2030.0	43099.5	841.743	57558.8
1257	2032.5	94306.3	0.187478	7443.56
1257	2035.0	101989.0	3.10653e-07	11.1501
1257	2037.5	102239.0	4.846609999999999e-13	11.1501
1257	2040.0	102489.0	7.561329999999999e-19	11.1501
1257	2042.5	102750.0	1.17828e-24	0.010566500000000001
1257	2045.0	103000.0	1.83535e-30	0.010566500000000001
1257	2047.5	103250.0	2.85886e-36	0.010566500000000001
1257	2050.0	103500.0	4.45333e-42	6.013810000000001e-41
1256	2015.0	0.0	100000.0	0.0
1256	2017.5	250.0	97332.6	2667.38
1256	2020.0	500.0	91226.9	8773.13
1256	2022.5	750.0	82350.6	17649.4
1256	2025.0	1758.94	70191.2	29049.8
1256	2027.5	10419.8	32638.5	58191.7
1256	2030.0	35195.4	1303.13	65001.4
1256	2032.5	82738.5	0.167446	19011.3
1256	2035.0	101540.0	1.50218e-08	459.587
1256	2037.5	101790.0	8.05199e-16	459.587
1256	2040.0	102040.0	4.31515e-23	459.587
1256	2042.5	102741.0	2.21233e-30	9.267619999999999
1256	2045.0	102991.0	1.0919500000000001e-37	9.267619999999999
1256	2047.5	103241.0	5.605189999999999e-45	9.267619999999999
1256	2050.0	103495.0	0.0	5.50265
798	2015.0	0.0	100000.0	0.0
798	2017.5	250.0	97332.6	2667.38
798	2020.0	500.0	91226.9	8773.13
798	2022.5	750.0	82350.6	17649.4
798	2025.0	2596.91	67717.5	30685.6
798	2027.5	14026.8	23031.8	64191.4
798	2030.0	43156.3	378.934	57964.7
798	2032.5	96461.8	0.00803822	5288.18
798	2035.0	101979.0	4.1488900000000004e-10	21.3419
798	2037.5	102229.0	2.05236e-17	21.3419
798	2040.0	102479.0	1.0152399999999998e-24	21.3419
798	2042.5	102750.0	5.01121e-32	0.000390919
798	2045.0	103000.0	2.4692499999999996e-39	0.000390919
798	2047.5	103250.0	0.0	0.000390919
798	2050.0	103500.0	0.0	0.00019546
1255	2015.0	0.0	100000.0	0.0
1255	2017.5	250.0	97332.6	2667.38
1255	2020.0	500.0	91226.9	8773.13
1255	2022.5	752.029	82350.4	17647.6
1255	2025.0	3872.59	63192.6	33934.8
1255	2027.5	18440.1	14266.7	68543.3
1255	2030.0	52204.9	82.1914	49212.9
1255	2032.5	101224.0	0.00024036200000000001	525.911
1255	2035.0	101474.0	1.30444e-11	525.911
1255	2037.5	101724.0	7.0775e-19	525.911
1255	2040.0	102484.0	3.69012e-26	15.7572
1255	2042.5	102734.0	1.8235199999999996e-33	15.7572
1255	2045.0	102984.0	9.01105e-41	15.7572
1255	2047.5	103250.0	0.0	0.0
1255	2050.0	103500.0	0.0	0.0
1254	2015.0	0.0	100000.0	0.0
1254	2017.5	250.0	96539.7	3460.28
1254	2020.0	500.0	88727.0	11273.0
1254	2022.5	750.0	77650.1	22349.9
1254	2025.0	1987.41	62564.6	36448.0
1254	2027.5	13126.8	18292.0	69831.2
1254	2030.0	44811.0	81.8485	56607.1
1254	2032.5	101037.0	1.61235e-05	712.6
1254	2035.0	101287.0	2.68153e-15	712.6
1254	2037.5	101537.0	4.45772e-25	712.6
1254	2040.0	101787.0	7.407119999999999e-35	712.6
1254	2042.5	102732.0	9.80909e-45	17.8952
1254	2045.0	102982.0	0.0	17.8952
1254	2047.5	103232.0	0.0	17.8952
1254	2050.0	103500.0	0.0	0.0
1253	2015.0	0.0	100000.0	0.0
1253	2017.5	250.0	96539.7	3460.28
1253	2020.0	500.0	88727.0	11273.0
1253	2022.5	750.0	77650.1	22349.9
1253	2025.0	3076.23	58870.5	39053.3
1253	2027.5	17776.1	10115.8	73358.1
1253	2030.0	54937.0	9.81139	46553.2
1253	2032.5	101064.0	1.43415e-07	685.579
1253	2035.0	101314.0	2.3686599999999998e-17	685.579
1253	2037.5	101564.0	3.9104299999999996e-27	685.579
1253	2040.0	102484.0	6.038549999999999e-37	15.8702
1253	2042.5	102734.0	0.0	15.8702
1253	2045.0	102984.0	0.0	15.8702
1253	2047.5	103243.0	0.0	6.9431899999999995
1253	2050.0	103500.0	0.0	0.0
1252	2015.0	0.0	100000.0	0.0
1252	2017.5	250.0	96539.7	3460.28
1252	2020.0	500.0	88727.0	11273.0
1252	2022.5	752.643	77649.7	22347.6
1252	2025.0	4731.71	52354.7	43913.6
1252	2027.5	23450.8	4478.43	73320.8
1252	2030.0	66407.0	0.70304	35092.3
1252	2032.5	101421.0	1.20935e-09	328.986
1252	2035.0	101671.0	1.82241e-19	328.986
1252	2037.5	101921.0	2.74567e-29	328.986
1252	2040.0	102498.0	3.91655e-39	1.62065
1252	2042.5	102748.0	0.0	1.62065
1252	2045.0	102998.0	0.0	1.62065
1252	2047.5	103250.0	0.0	0.0
1252	2050.0	103500.0	0.0	0.0
1251	2015.0	0.0	100000.0	0.0
1251	2017.5	250.0	97829.9	2170.1
1251	2020.0	500.0	92819.7	7180.28
1251	2022.5	750.0	85421.4	14578.6
1251	2025.0	2297.4	73507.4	25195.2
1251	2027.5	11664.1	35162.9	54423.1
1251	2030.0	35630.1	2290.09	63579.9
1251	2032.5	79808.0	1.9911	21940.0
1251	2035.0	101411.0	5.82227e-06	588.761
1251	2037.5	101661.0	9.86206e-12	588.761
1251	2040.0	101911.0	1.67015e-17	588.761
1251	2042.5	102734.0	2.65816e-23	15.8289
1251	2045.0	102984.0	4.1497799999999996e-29	15.8289
1251	2047.5	103234.0	6.478389999999999e-35	15.8289
1251	2050.0	103500.0	1.0104799999999996e-40	1.36461e-39
1250	2015.0	0.0	100000.0	0.0
1250	2017.5	250.0	97332.6	2667.38
1250	2020.0	500.0	91226.9	8773.13
1250	2022.5	750.0	82350.6	17649.4
1250	2025.0	1758.94	70191.2	29049.8
1250	2027.5	10419.8	32638.5	58191.7
1250	2030.0	35195.4	1303.13	65001.4
1250	2032.5	82738.5	0.167446	19011.3
1250	2035.0	101540.0	1.50218e-08	459.587
1250	2037.5	101790.0	8.05199e-16	459.587
1250	2040.0	102040.0	4.31515e-23	459.587
1250	2042.5	102741.0	2.21233e-30	9.267619999999999
1250	2045.0	102991.0	1.0919500000000001e-37	9.267619999999999
1250	2047.5	103241.0	5.605189999999999e-45	9.267619999999999
1250	2050.0	103495.0	0.0	5.50265
1249	2015.0	0.0	100000.0	0.0
1249	2017.5	250.0	97332.6	2667.38
1249	2020.0	500.0	91226.9	8773.13
1249	2022.5	750.0	82350.6	17649.4
1249	2025.0	2596.91	67717.5	30685.6
1249	2027.5	14026.8	23031.8	64191.4
1249	2030.0	43156.3	378.934	57964.7
1249	2032.5	96461.8	0.00803822	5288.18
1249	2035.0	101979.0	4.1488900000000004e-10	21.3419
1249	2037.5	102229.0	2.05236e-17	21.3419
1249	2040.0	102479.0	1.0152399999999998e-24	21.3419
1249	2042.5	102750.0	5.01121e-32	0.000390919
1249	2045.0	103000.0	2.4692499999999996e-39	0.000390919
1249	2047.5	103250.0	0.0	0.000390919
1249	2050.0	103500.0	0.0	0.00019546
1248	2015.0	0.0	100000.0	0.0
1248	2017.5	250.0	97332.6	2667.38
1248	2020.0	500.0	91226.9	8773.13
1248	2022.5	752.029	82350.4	17647.6
1248	2025.0	3872.59	63192.6	33934.8
1248	2027.5	18440.1	14266.7	68543.3
1248	2030.0	52204.9	82.1914	49212.9
1248	2032.5	101224.0	0.00024036200000000001	525.911
1248	2035.0	101474.0	1.30444e-11	525.911
1248	2037.5	101724.0	7.0775e-19	525.911
1248	2040.0	102484.0	3.69012e-26	15.7572
1248	2042.5	102734.0	1.8235199999999996e-33	15.7572
1248	2045.0	102984.0	9.01105e-41	15.7572
1248	2047.5	103250.0	0.0	0.0
1248	2050.0	103500.0	0.0	0.0
1247	2015.0	0.0	100000.0	0.0
1247	2017.5	250.0	96539.7	3460.28
1247	2020.0	500.0	88727.0	11273.0
1247	2022.5	750.0	77650.1	22349.9
1247	2025.0	3076.23	58870.5	39053.3
1247	2027.5	17776.1	10115.8	73358.1
1247	2030.0	54937.0	9.81139	46553.2
1247	2032.5	101064.0	1.43415e-07	685.579
1247	2035.0	101314.0	2.3686599999999998e-17	685.579
1247	2037.5	101564.0	3.9104299999999996e-27	685.579
1247	2040.0	102484.0	6.038549999999999e-37	15.8702
1247	2042.5	102734.0	0.0	15.8702
1247	2045.0	102984.0	0.0	15.8702
1247	2047.5	103243.0	0.0	6.9431899999999995
1247	2050.0	103500.0	0.0	0.0
1238	2015.0	0.0	100000.0	0.0
1238	2017.5	246.875	99147.1	856.034
1238	2020.0	496.875	97105.5	2897.66
1238	2022.5	867.441	93883.5	5999.03
1238	2025.0	3269.03	85954.2	11776.8
1238	2027.5	10676.4	62825.7	27747.9
1238	2030.0	25822.0	26867.8	48810.2
1238	2032.5	55890.8	4041.85	41817.4
1238	2035.0	101402.0	67.7287	530.068
1238	2037.5	101652.0	0.439663	597.357
1238	2040.0	101902.0	0.00285388	597.793
1238	2042.5	102749.0	1.7975799999999998e-05	1.32486
1238	2045.0	102999.0	1.13181e-07	1.32487
1238	2047.5	103250.0	7.126110000000001e-10	0.00118456
1238	2050.0	103500.0	4.48652e-12	0.00118456
1237	2015.0	0.0	100000.0	0.0
1237	2017.5	246.875	98996.4	1006.71
1237	2020.0	496.875	96601.6	3401.5
1237	2022.5	747.627	92926.0	7076.38
1237	2025.0	2073.02	86581.1	12345.9
1237	2027.5	7818.29	67106.4	26325.3
1237	2030.0	21319.1	30510.0	49670.9
1237	2032.5	45745.9	4748.75	51255.4
1237	2035.0	93006.2	101.76	8892.01
1237	2037.5	101276.0	0.276418	974.041
1237	2040.0	101526.0	0.000727899	974.317
1237	2042.5	102745.0	1.86924e-06	4.53226
1237	2045.0	102995.0	4.64052e-09	4.53226
1237	2047.5	103245.0	1.15204e-11	4.53226
1237	2050.0	103500.0	2.8597900000000005e-14	9.40991e-06
1236	2015.0	0.0	100000.0	0.0
1236	2017.5	246.875	98996.4	1006.71
1236	2020.0	496.875	96601.6	3401.5
1236	2022.5	888.7489999999999	92825.3	7035.91
1236	2025.0	3668.6	82921.7	14409.7
1236	2027.5	12319.3	54375.8	34554.9
1236	2030.0	30082.3	17018.3	54399.4
1236	2032.5	66858.0	1210.74	33681.3
1236	2035.0	101683.0	5.43835	311.51099999999997
1236	2037.5	101933.0	0.0137607	316.935
1236	2040.0	102471.0	3.47714e-05	29.4537
1236	2042.5	102748.0	8.6317e-08	1.9580000000000002
1236	2045.0	102998.0	2.1425400000000002e-10	1.9580000000000002
1236	2047.5	103250.0	5.31784e-13	0.055958900000000006
1236	2050.0	103500.0	1.31983e-15	0.055958900000000006
1235	2015.0	0.0	100000.0	0.0
1235	2017.5	246.875	98996.4	1006.71
1235	2020.0	496.875	96601.6	3401.5
1235	2022.5	1464.85	91982.6	7302.6
1235	2025.0	6327.88	75467.1	19205.0
1235	2027.5	18442.2	38738.4	44069.4
1235	2030.0	45911.4	6907.93	48680.6
1235	2032.5	100475.0	86.6258	1188.42
1235	2035.0	100725.0	0.23240999999999998	1274.82
1235	2037.5	102244.0	0.0005928719999999999	6.19741
1235	2040.0	102494.0	1.4719899999999998e-06	6.19801
1235	2042.5	102750.0	3.65422e-09	0.0115081
1235	2045.0	103000.0	9.06935e-12	0.0115081
1235	2047.5	103250.0	2.2509099999999998e-14	0.00366003
1235	2050.0	103500.0	5.586489999999999e-17	6.374520000000001e-05
1234	2015.0	0.0	100000.0	0.0
1234	2017.5	246.875	98781.4	1221.76
1234	2020.0	496.875	95885.7	4117.4
1234	2022.5	919.2080000000001	91325.1	8505.68
1234	2025.0	4238.68	78396.4	18364.9
1234	2027.5	14655.3	42819.4	43775.3
1234	2030.0	36148.0	7876.44	57475.5
1234	2032.5	82937.1	151.078	18661.9
1234	2035.0	101005.0	0.123425	995.3589999999999
1234	2037.5	101255.0	8.558450000000001e-05	995.4830000000001
1234	2040.0	102486.0	5.6506300000000006e-08	13.533
1234	2042.5	102736.0	3.63898e-11	13.533
1234	2045.0	102991.0	2.3434200000000002e-14	8.88105
1234	2047.5	103250.0	1.50776e-17	2.47843e-06
1234	2050.0	103500.0	9.700040000000002e-21	2.47843e-06
1233	2015.0	0.0	100000.0	0.0
1233	2017.5	246.875	99147.1	856.034
1233	2020.0	496.875	97105.5	2897.66
1233	2022.5	747.5139999999999	93957.0	6045.46
1233	2025.0	1911.71	88677.5	10410.8
1233	2027.5	6839.54	73140.6	21269.9
1233	2030.0	18396.1	40951.0	42152.9
1233	2032.5	39221.1	10557.6	51971.4
1233	2035.0	78013.0	674.495	23312.5
1233	2037.5	101299.0	5.61085	945.118
1233	2040.0	101549.0	0.0370825	950.691
1233	2042.5	102738.0	0.00024301099999999998	11.809000000000001
1233	2045.0	102988.0	1.53089e-06	11.8092
1233	2047.5	103238.0	9.6441e-09	11.8092
1233	2050.0	103495.0	6.07523e-11	5.16673
1232	2015.0	0.0	100000.0	0.0
1232	2017.5	246.875	99147.1	856.034
1232	2020.0	496.875	97105.5	2897.66
1232	2022.5	867.441	93883.5	5999.03
1232	2025.0	3269.03	85954.2	11776.8
1232	2027.5	10676.4	62825.7	27747.9
1232	2030.0	25822.0	26867.8	48810.2
1232	2032.5	55890.8	4041.85	41817.4
1232	2035.0	101402.0	67.7287	530.068
1232	2037.5	101652.0	0.439663	597.357
1232	2040.0	101902.0	0.00285388	597.793
1232	2042.5	102749.0	1.7975799999999998e-05	1.32486
1232	2045.0	102999.0	1.13181e-07	1.32487
1232	2047.5	103250.0	7.126110000000001e-10	0.00118456
1232	2050.0	103500.0	4.48652e-12	0.00118456
1231	2015.0	0.0	100000.0	0.0
1231	2017.5	246.875	99147.1	856.034
1231	2020.0	496.875	97105.5	2897.66
1231	2022.5	1357.16	93267.3	6125.58
1231	2025.0	5532.93	80299.2	15167.9
1231	2027.5	15869.7	49180.2	36200.1
1231	2030.0	38260.5	14267.5	48972.1
1231	2032.5	95289.7	663.3939999999999	5796.88
1231	2035.0	100916.0	4.461790000000001	1079.9
1231	2037.5	102247.0	0.029145099999999997	3.2555400000000003
1231	2040.0	102497.0	0.000183525	3.2845
1231	2042.5	102749.0	1.1556399999999998e-06	1.39184
1231	2045.0	103000.0	7.27583e-09	0.0712578
1231	2047.5	103250.0	4.5808000000000004e-11	0.0712578
1231	2050.0	103500.0	2.88402e-13	0.00038245699999999995
1230	2015.0	0.0	100000.0	0.0
1230	2017.5	246.875	98996.4	1006.71
1230	2020.0	496.875	96601.6	3401.5
1230	2022.5	747.627	92926.0	7076.38
1230	2025.0	2073.02	86581.1	12345.9
1230	2027.5	7818.29	67106.4	26325.3
1230	2030.0	21319.1	30510.0	49670.9
1230	2032.5	45745.9	4748.75	51255.4
1230	2035.0	93006.2	101.76	8892.01
1230	2037.5	101276.0	0.276418	974.041
1230	2040.0	101526.0	0.000727899	974.317
1230	2042.5	102745.0	1.86924e-06	4.53226
1230	2045.0	102995.0	4.64052e-09	4.53226
1230	2047.5	103245.0	1.15204e-11	4.53226
1230	2050.0	103500.0	2.8597900000000005e-14	9.40991e-06
1176	2015.0	0.0	100000.0	0.0
1176	2017.5	246.875	98996.4	1006.71
1176	2020.0	496.875	96601.6	3401.5
1176	2022.5	888.7489999999999	92825.3	7035.91
1176	2025.0	3668.6	82921.7	14409.7
1176	2027.5	12319.3	54375.8	34554.9
1176	2030.0	30082.3	17018.3	54399.4
1176	2032.5	66858.0	1210.74	33681.3
1176	2035.0	101683.0	5.43835	311.51099999999997
1176	2037.5	101933.0	0.0137607	316.935
1176	2040.0	102471.0	3.47714e-05	29.4537
1176	2042.5	102748.0	8.6317e-08	1.9580000000000002
1176	2045.0	102998.0	2.1425400000000002e-10	1.9580000000000002
1176	2047.5	103250.0	5.31784e-13	0.055958900000000006
1176	2050.0	103500.0	1.31983e-15	0.055958900000000006
1229	2015.0	0.0	100000.0	0.0
1229	2017.5	246.875	98996.4	1006.71
1229	2020.0	496.875	96601.6	3401.5
1229	2022.5	1464.85	91982.6	7302.6
1229	2025.0	6327.88	75467.1	19205.0
1229	2027.5	18442.2	38738.4	44069.4
1229	2030.0	45911.4	6907.93	48680.6
1229	2032.5	100475.0	86.6258	1188.42
1229	2035.0	100725.0	0.23240999999999998	1274.82
1229	2037.5	102244.0	0.0005928719999999999	6.19741
1229	2040.0	102494.0	1.4719899999999998e-06	6.19801
1229	2042.5	102750.0	3.65422e-09	0.0115081
1229	2045.0	103000.0	9.06935e-12	0.0115081
1229	2047.5	103250.0	2.2509099999999998e-14	0.00366003
1229	2050.0	103500.0	5.586489999999999e-17	6.374520000000001e-05
1228	2015.0	0.0	100000.0	0.0
1228	2017.5	246.875	98781.4	1221.76
1228	2020.0	496.875	95885.7	4117.4
1228	2022.5	747.788	91471.3	8530.89
1228	2025.0	2303.39	83553.4	15143.2
1228	2027.5	9212.28	58389.8	33647.9
1228	2030.0	25464.4	18655.3	57380.2
1228	2032.5	55012.4	1226.42	45511.2
1228	2035.0	101440.0	4.166519999999999	556.143
1228	2037.5	101690.0	0.00279602	560.306
1228	2040.0	101940.0	1.87613e-06	560.309
1228	2042.5	102744.0	1.23546e-09	6.17012
1228	2045.0	102994.0	7.95192e-13	6.17012
1228	2047.5	103244.0	5.118159999999999e-16	6.17012
1228	2050.0	103500.0	3.29379e-19	1.13731e-08
1227	2015.0	0.0	100000.0	0.0
1227	2017.5	246.875	98781.4	1221.76
1227	2020.0	496.875	95885.7	4117.4
1227	2022.5	919.2080000000001	91325.1	8505.68
1227	2025.0	4238.68	78396.4	18364.9
1227	2027.5	14655.3	42819.4	43775.3
1227	2030.0	36148.0	7876.44	57475.5
1227	2032.5	82937.1	151.078	18661.9
1227	2035.0	101005.0	0.123425	995.3589999999999
1227	2037.5	101255.0	8.558450000000001e-05	995.4830000000001
1227	2040.0	102486.0	5.6506300000000006e-08	13.533
1227	2042.5	102736.0	3.63898e-11	13.533
1227	2045.0	102991.0	2.3434200000000002e-14	8.88105
1227	2047.5	103250.0	1.50776e-17	2.47843e-06
1227	2050.0	103500.0	9.700040000000002e-21	2.47843e-06
1226	2015.0	0.0	100000.0	0.0
1226	2017.5	246.875	98781.4	1221.76
1226	2020.0	496.875	95885.7	4117.4
1226	2022.5	1618.68	90104.1	9027.17
1226	2025.0	7460.65	68227.8	25311.5
1226	2027.5	22111.8	25957.8	53180.3
1226	2030.0	57264.7	1976.19	42259.1
1226	2032.5	101338.0	3.7312800000000004	408.715
1226	2035.0	101588.0	0.00247641	412.444
1226	2037.5	102240.0	1.6212e-06	10.085
1226	2040.0	102490.0	1.0437799999999999e-09	10.085
1226	2042.5	102749.0	6.719369999999999e-13	1.26064
1226	2045.0	103000.0	4.3228599999999995e-16	1.49225e-05
1226	2047.5	103250.0	2.78108e-19	1.49225e-05
1226	2050.0	103500.0	1.78918e-22	1.5691600000000002e-13
1225	2015.0	0.0	100000.0	0.0
1225	2017.5	246.875	99147.1	856.034
1225	2020.0	496.875	97105.5	2897.66
1225	2022.5	867.441	93883.5	5999.03
1225	2025.0	3269.03	85954.2	11776.8
1225	2027.5	10676.4	62825.7	27747.9
1225	2030.0	25822.0	26867.8	48810.2
1225	2032.5	55890.8	4041.85	41817.4
1225	2035.0	101402.0	67.7287	530.068
1225	2037.5	101652.0	0.439663	597.357
1225	2040.0	101902.0	0.00285388	597.793
1225	2042.5	102749.0	1.7975799999999998e-05	1.32486
1225	2045.0	102999.0	1.13181e-07	1.32487
1225	2047.5	103250.0	7.126110000000001e-10	0.00118456
1225	2050.0	103500.0	4.48652e-12	0.00118456
1224	2015.0	0.0	100000.0	0.0
1224	2017.5	246.875	98996.4	1006.71
1224	2020.0	496.875	96601.6	3401.5
1224	2022.5	747.627	92926.0	7076.38
1224	2025.0	2073.02	86581.1	12345.9
1224	2027.5	7818.29	67106.4	26325.3
1224	2030.0	21319.1	30510.0	49670.9
1224	2032.5	45745.9	4748.75	51255.4
1224	2035.0	93006.2	101.76	8892.01
1224	2037.5	101276.0	0.276418	974.041
1224	2040.0	101526.0	0.000727899	974.317
1224	2042.5	102745.0	1.86924e-06	4.53226
1224	2045.0	102995.0	4.64052e-09	4.53226
1224	2047.5	103245.0	1.15204e-11	4.53226
1224	2050.0	103500.0	2.8597900000000005e-14	9.40991e-06
1223	2015.0	0.0	100000.0	0.0
1223	2017.5	246.875	98996.4	1006.71
1223	2020.0	496.875	96601.6	3401.5
1223	2022.5	888.7489999999999	92825.3	7035.91
1223	2025.0	3668.6	82921.7	14409.7
1223	2027.5	12319.3	54375.8	34554.9
1223	2030.0	30082.3	17018.3	54399.4
1223	2032.5	66858.0	1210.74	33681.3
1223	2035.0	101683.0	5.43835	311.51099999999997
1223	2037.5	101933.0	0.0137607	316.935
1223	2040.0	102471.0	3.47714e-05	29.4537
1223	2042.5	102748.0	8.6317e-08	1.9580000000000002
1223	2045.0	102998.0	2.1425400000000002e-10	1.9580000000000002
1223	2047.5	103250.0	5.31784e-13	0.055958900000000006
1223	2050.0	103500.0	1.31983e-15	0.055958900000000006
1222	2015.0	0.0	100000.0	0.0
1222	2017.5	246.875	98996.4	1006.71
1222	2020.0	496.875	96601.6	3401.5
1222	2022.5	1464.85	91982.6	7302.6
1222	2025.0	6327.88	75467.1	19205.0
1222	2027.5	18442.2	38738.4	44069.4
1222	2030.0	45911.4	6907.93	48680.6
1222	2032.5	100475.0	86.6258	1188.42
1222	2035.0	100725.0	0.23240999999999998	1274.82
1222	2037.5	102244.0	0.0005928719999999999	6.19741
1222	2040.0	102494.0	1.4719899999999998e-06	6.19801
1222	2042.5	102750.0	3.65422e-09	0.0115081
1222	2045.0	103000.0	9.06935e-12	0.0115081
1222	2047.5	103250.0	2.2509099999999998e-14	0.00366003
1222	2050.0	103500.0	5.586489999999999e-17	6.374520000000001e-05
1221	2015.0	0.0	100000.0	0.0
1221	2017.5	246.875	98781.4	1221.76
1221	2020.0	496.875	95885.7	4117.4
1221	2022.5	919.2080000000001	91325.1	8505.68
1221	2025.0	4238.68	78396.4	18364.9
1221	2027.5	14655.3	42819.4	43775.3
1221	2030.0	36148.0	7876.44	57475.5
1221	2032.5	82937.1	151.078	18661.9
1221	2035.0	101005.0	0.123425	995.3589999999999
1221	2037.5	101255.0	8.558450000000001e-05	995.4830000000001
1221	2040.0	102486.0	5.6506300000000006e-08	13.533
1221	2042.5	102736.0	3.63898e-11	13.533
1221	2045.0	102991.0	2.3434200000000002e-14	8.88105
1221	2047.5	103250.0	1.50776e-17	2.47843e-06
1221	2050.0	103500.0	9.700040000000002e-21	2.47843e-06
1212	2015.0	0.0	100000.0	0.0
1212	2017.5	0.0	100042.0	207.59099999999998
1212	2020.0	0.0	100085.0	415.269
1212	2022.5	0.0	100127.0	623.036
1212	2025.0	0.0	100169.0	830.8889999999999
1212	2027.5	0.0	100211.0	1038.83
1212	2030.0	0.0	100253.0	1246.86
1212	2032.5	0.0	100295.0	1454.97
1212	2035.0	0.0	100337.0	1663.18
1212	2037.5	0.0	100379.0	1871.47
1212	2040.0	0.0	100420.0	2079.84
1212	2042.5	0.0	100462.0	2288.3
1212	2045.0	0.0	100503.0	2496.85
1212	2047.5	0.0	100545.0	2705.48
1212	2050.0	0.0	100586.0	2914.2
1211	2015.0	0.0	100000.0	0.0
1211	2017.5	0.0	99864.3	385.70599999999996
1211	2020.0	0.0	99729.1	770.8889999999999
1211	2022.5	0.0	99594.4	1155.55
1211	2025.0	0.0	99460.3	1539.7
1211	2027.5	0.0	99326.7	1923.32
1211	2030.0	0.0	99193.6	2306.44
1211	2032.5	0.0	99061.0	2689.03
1211	2035.0	0.0	98928.9	3071.12
1211	2037.5	0.0	98797.3	3452.7
1211	2040.0	0.0	98666.2	3833.78
1211	2042.5	0.0	98535.7	4214.34
1211	2045.0	0.0	98405.6	4594.41
1211	2047.5	0.0	98276.0	4973.97
1211	2050.0	0.0	98147.0	5353.04
1210	2015.0	0.0	100000.0	0.0
1210	2017.5	0.0	97533.6	2716.36
1210	2020.0	0.0	95134.2	5365.8
1210	2022.5	0.0	92799.9	7950.15
1210	2025.0	0.0	90528.8	10471.2
1210	2027.5	0.0	88319.4	12930.6
